Risk_Score,Race,Gender,Age_Cat,Edu_Cat,Freq_nhanes,Mean_Tchols,Err_Tchols,Mean_HDL,Err_HDL,Mean_bp,Err_bp,smoking_stat
7,BlackNH,Female,Age_75_,HS_or_less,0,245.9335537,3.776431661,68.31990034,2.11335306,119.2878567,1.032152677,1
8,BlackNH,Female,Age_75_,HS_or_less,0,167.8118164,3.020389625,40.84921137,0.675499009,120.0569546,0.928456629,1
9,BlackNH,Female,Age_75_,HS_or_less,5.03684,169.7610091,1.59343545,41.76395212,0.677245751,143.9720918,0.703788543,0
10,BlackNH,Female,Age_75_,HS_or_less,0,248.6687477,3.42431874,42.02338339,1.009647059,121.2444904,1.134069761,0
11,BlackNH,Female,Age_75_,HS_or_less,7.41151,254.9817391,2.351218267,71.60506367,1.304743577,145.6320673,1.009923662,0
12,BlackNH,Female,Age_75_,HS_or_less,0.310535,252.6319345,4.596397661,70.52816749,2.255830732,152.1402629,2.821961521,1
13,BlackNH,Female,Age_75_,HS_or_less,0,170.7870665,2.090903656,40.62869941,0.670698774,144.7408061,0.913678996,1
14,BlackNH,Female,Age_75_,HS_or_less,0,255.0296916,3.636705054,41.04029243,1.279142085,120.4942374,1.19955095,1
15,BlackNH,Female,Age_75_,HS_or_less,0.999703,258.2252851,4.241184728,41.58922565,0.788033739,147.3440851,1.403561335,0
16,BlackNH,Female,Age_75_,HS_or_less,0,261.051509,4.444414296,41.2745897,1.101726072,149.4138589,3.275451862,1
1,BlackNH,Female,Age_75_,some_coll_,2.15205,175.4195531,1.730920964,67.96988413,0.703126665,118.038838,0.763514158,0
2,BlackNH,Female,Age_75_,some_coll_,0,175.8613356,2.698518488,68.1508831,1.159574791,118.6033097,1.077869937,1
3,BlackNH,Female,Age_75_,some_coll_,10.7239,180.7282575,1.524932817,66.99769102,0.551517408,143.2485267,0.687672919,0
4,BlackNH,Female,Age_75_,some_coll_,1.03743,247.2080227,2.455502461,71.10088157,1.627173893,118.8818637,0.911155314,0
5,BlackNH,Female,Age_75_,some_coll_,0.713547,163.0751023,1.771439412,44.36884228,0.641501779,119.5859635,0.710251672,0
6,BlackNH,Female,Age_75_,some_coll_,0.960147,178.0825833,2.368154844,69.72253425,0.994580727,145.3253561,0.890353789,1
7,BlackNH,Female,Age_75_,some_coll_,0,246.2314111,3.738664577,70.11622128,2.115585989,118.1691275,1.131985293,1
8,BlackNH,Female,Age_75_,some_coll_,0,168.1096738,3.118243274,42.64553231,0.6464517,118.9382254,1.02965875,1
9,BlackNH,Female,Age_75_,some_coll_,2.96316,170.0588665,1.660220547,43.56027306,0.63491641,142.8533626,0.750433364,0
10,BlackNH,Female,Age_75_,some_coll_,0,248.9666051,3.570173785,43.81970433,0.986041453,120.1257612,1.167253754,0
11,BlackNH,Female,Age_75_,some_coll_,5.58849,255.2795965,2.429727595,73.40138461,1.262706923,144.5133381,1.05417386,0
12,BlackNH,Female,Age_75_,some_coll_,0.689465,252.9297919,4.662340389,72.32448843,2.266048164,151.0215337,2.85450716,1
13,BlackNH,Female,Age_75_,some_coll_,0,171.0849239,2.092464697,42.42502034,0.651422272,143.6220769,0.971948087,1
14,BlackNH,Female,Age_75_,some_coll_,0,255.3275489,3.695236544,42.83661337,1.254367673,119.3755082,1.268086014,1
15,BlackNH,Female,Age_75_,some_coll_,0.000297139,258.5231425,4.543531779,43.38554659,0.760532013,146.2253559,1.506439632,0
16,BlackNH,Female,Age_75_,some_coll_,0,261.3493664,4.550404076,43.07091064,1.150110057,148.2951297,3.311007613,1
