Race,Gender,Education,Age,Rf,ll,ul
BlackNH,Female,HS_or_less,Age_35_44,4,253.8991005,261.5468025
BlackNH,Female,HS_or_less,Age_35_44,5,170.5527933,176.627269
BlackNH,Female,HS_or_less,Age_35_44,6,184.7124432,192.4825809
BlackNH,Female,HS_or_less,Age_35_44,7,249.6177869,263.8748929
BlackNH,Female,HS_or_less,Age_35_44,8,173.5845874,183.6646179
BlackNH,Female,HS_or_less,Age_35_44,9,177.7559841,183.3916065
BlackNH,Female,HS_or_less,Age_35_44,10,253.5014521,265.4616157
BlackNH,Female,HS_or_less,Age_35_44,11,261.3370853,270.2519653
BlackNH,Female,HS_or_less,Age_35_44,12,254.358536,272.5309054
BlackNH,Female,HS_or_less,Age_35_44,13,177.9264834,185.273222
BlackNH,Female,HS_or_less,Age_35_44,14,258.8318969,272.8530587
BlackNH,Female,HS_or_less,Age_35_44,15,261.1688504,276.9072922
BlackNH,Female,HS_or_less,Age_35_44,16,263.5765906,280.1519997
BlackNH,Female,some_coll_,Age_35_44,1,183.6347862,188.8298924
BlackNH,Female,some_coll_,Age_35_44,2,181.9453405,191.402903
BlackNH,Female,some_coll_,Age_35_44,3,189.2013745,193.8807128
BlackNH,Female,some_coll_,Age_35_44,4,253.9247193,262.1168985
BlackNH,Female,some_coll_,Age_35_44,5,170.8325333,176.9432438
BlackNH,Female,some_coll_,Age_35_44,6,184.9470411,192.8436978
BlackNH,Female,some_coll_,Age_35_44,7,250.0911193,263.9972753
BlackNH,Female,some_coll_,Age_35_44,8,173.7782443,184.0666757
BlackNH,Female,some_coll_,Age_35_44,9,178.1384791,183.6048262
BlackNH,Female,some_coll_,Age_35_44,10,253.5747338,265.9840488
BlackNH,Female,some_coll_,Age_35_44,11,261.6168813,270.5678841
BlackNH,Female,some_coll_,Age_35_44,12,254.596031,272.8891252
BlackNH,Female,some_coll_,Age_35_44,13,178.4074154,185.3880048
BlackNH,Female,some_coll_,Age_35_44,14,259.1029754,273.1776949
BlackNH,Female,some_coll_,Age_35_44,15,260.8982997,277.7735578
BlackNH,Female,some_coll_,Age_35_44,16,263.7267751,280.59753
BlackNH,Female,HS_or_less,Age_45_54,1,187.119537,192.2627838
BlackNH,Female,HS_or_less,Age_45_54,2,185.2383887,195.0274971
BlackNH,Female,HS_or_less,Age_45_54,3,192.5451297,197.4545998
BlackNH,Female,HS_or_less,Age_45_54,4,257.3006309,265.6586291
BlackNH,Female,HS_or_less,Age_45_54,5,174.3786965,180.3147228
BlackNH,Female,HS_or_less,Age_45_54,6,188.6159718,196.0924093
BlackNH,Female,HS_or_less,Age_45_54,7,253.3402621,267.6657747
BlackNH,Female,HS_or_less,Age_45_54,8,177.2686372,187.4939251
BlackNH,Female,HS_or_less,Age_45_54,9,181.4990026,187.161945
BlackNH,Female,HS_or_less,Age_45_54,10,256.9919521,269.4844727
BlackNH,Female,HS_or_less,Age_45_54,11,264.8166358,274.2857719
BlackNH,Female,HS_or_less,Age_45_54,12,258.0142887,276.3885097
BlackNH,Female,HS_or_less,Age_45_54,13,181.2569229,189.4561396
BlackNH,Female,HS_or_less,Age_45_54,14,263.1340255,276.0642871
BlackNH,Female,HS_or_less,Age_45_54,15,264.445585,281.1439147
BlackNH,Female,HS_or_less,Age_45_54,16,267.1237644,284.118183
BlackNH,Female,some_coll_,Age_45_54,1,187.289774,192.6882617
BlackNH,Female,some_coll_,Age_45_54,2,185.5061988,195.3554018
BlackNH,Female,some_coll_,Age_45_54,3,192.82667,197.7687744
BlackNH,Female,some_coll_,Age_45_54,4,257.3027,266.2522748
BlackNH,Female,some_coll_,Age_45_54,5,174.5911987,180.6979354
BlackNH,Female,some_coll_,Age_45_54,6,188.7954444,196.5086515
